Id,CNPJ,CPF,Nome,Ativo,Recadastrado,Município,UF,Natureza Jurídica,Porte da Empresa,Ramo do Negócio,Unidade Cadastradora,CNAE,CNAE Secundário,Habilitado a Licitar
994,00.103.490/0001-51,,CEANEST - CENTRAL DE ANESTESIA LTDA,Sim,,8036: Imperatriz,MA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"8610101: ATIVIDADES DE ATENDIMENTO HOSPITALAR, EXCETO PRONTO-SOCORRO E UNIDADES PARA ATENDIMENTO A URGÊNCIAS",,Sim
995,00.103.582/0001-31,,NOVA ENGEVIX ENGENHARIA E PROJETOS S.A.,Sim,,81051: Florianópolis,SC,48: SOCIEDADE ANÔNIMA FECHADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
996,00.103.582/0003-01,,NOVA ENGEVIX ENGENHARIA E PROJETOS S.A.,Não,,81051: Florianópolis,SC,48: SOCIEDADE ANÔNIMA FECHADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim
998,00.103.621/0001-09,,SUPERVELOZ MARKETING LTDA,Sim,,60011: Rio de Janeiro,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4761001: COMÉRCIO VAREJISTA DE LIVROS,,Sim
1000,,***.036.644-**,THALIA ADRIANA RIBEIRO SILVA ALECIO,Sim,,24198: Garanhuns,PE,,1: MICROEMPRESA,,,,,Sim
1001,00.103.689/0001-80,,ASSOCIACAO BRASILEIRA DE RELACOES PUBLICAS (ABRP),Sim,,97012: BRASÍLIA,DF,23: ASSOCIAÇÃO PRIVADA,2: null,,,9412099: OUTRAS ATIVIDADES ASSOCIATIVAS PROFISSIONAIS,,Sim
1004,00.103.788/0006-76,,SAETA INDUSTRIA E COMERCIO ELETROELETRONICO LTDA,Sim,,93734: Goiânia,GO,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4673700: COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO,,Sim
1005,,***.038.971-**,JEAN ROSSI GOMES DA SILVA,Sim,,90514: Campo Grande,MS,,1: MICROEMPRESA,,,,,Sim
1006,00.103.956/0001-19,,UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTENCIA A SAUDE LTDA,Sim,,88153: Rio Grande,RS,4: COOPERATIVA,2: null,,,6550200: PLANOS DE SAÚDE,,Sim
1009,,***.042.140-**,DEBORA APARECIDA CERENTINI,Sim,,85596: Cachoeira do Sul,RS,,1: MICROEMPRESA,,,,,Sim
1010,00.104.266/0001-84,,MASTERGRAPH SERVICOS GRAFICOS LTDA,Não,,60011: Rio de Janeiro,RJ,19: SOCIEDADE SIMPLES LIMITADA,2: null,,,1821100: SERVIÇOS DE PRÉ-IMPRESSÃO,,Sim
1011,00.104.352/0001-97,,CELEBRA ADMINISTRACAO DE EVENTOS LTDA,Sim,,75639: Foz do Iguaçu,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"8230001: SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS",,Sim
1014,,***.045.314-**,MARIA DAS GRACAS CORREA DE OLIVEIRA,Sim,,25313: Recife,PE,,1: MICROEMPRESA,,,,,Sim
1017,00.104.720/0001-05,,ECC PRESTACAO DE SERVICOS LTDA,Sim,,38490: Salvador,BA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4221905: MANUTENÇÃO DE ESTAÇÕES E REDES DE TELECOMUNICAÇÕES,,Sim
1018,00.104.725/0001-20,,POSTO DE COMBUSTIVEIS LINHA VERDE LTDA,Sim,,35092: Entre Rios,BA,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4731800: COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,,Sim
1019,00.104.767/0001-60,,IDEIA VITAL COMERCIO E REPRESENTACOES LTDA,Sim,,60011: Rio de Janeiro,RJ,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4691500: COMÉRCIO ATACADISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS",,Sim
1020,00.104.842/0001-93,,DISTRIBUIDORA FORTALEZA LTDA,Não,,11169: MESQUITA,RJ,19: SOCIEDADE SIMPLES LIMITADA,2: null,,,4647801: COMÉRCIO ATACADISTA DE ARTIGOS DE ESCRITÓRIO E DE PAPELARIA,,Sim
1023,00.105.032/0001-51,,MP PURIFICADORES DE AGUA LTDA,Sim,,81051: Florianópolis,SC,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4753900: COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO,,Sim
1025,00.105.137/0001-00,,WEISSHEIMER & CIA LTDA,Não,,88412: Santa Maria,RS,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4731800: COMÉRCIO VAREJISTA DE COMBUSTÍVEIS PARA VEÍCULOS AUTOMOTORES,,Sim
1029,,***.063.000-**,HELENA ZANELLA PRATES,Sim,,87912: Pelotas,RS,,1: MICROEMPRESA,,,,,Sim
1030,00.106.386/0001-10,,"COMPAGER - LOGISTICA, TRANSPORTES E ARMAZENS GERAIS LTDA",Sim,,76678: Londrina,PR,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4930202: TRANSPORTE RODOVIÁRIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANÇAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL",,Sim
1032,,***.065.590-**,CRISTIANO STRECK,Sim,,88633: São Borja,RS,,1: MICROEMPRESA,,,,,Sim
